Activity,Type,Start,Finish,Details
Sleep,,"2023-03-03,  9:40 PM","2023-03-04,  8:30 AM",
Sleep,,"2023-03-02,  10:22 PM","2023-03-03,  8:11 AM",
Sleep,,"2023-03-02,  12:53 PM","2023-03-02,  1:56 PM",
Sleep,,"2023-03-01,  10:18 PM","2023-03-02,  8:00 AM",
Feeding,Solids,"2023-03-01,  6:37 PM","2023-03-01,  6:37 PM",
Sleep,,"2023-03-01,  1:20 PM","2023-03-01,  2:10 PM",
Feeding,Solids,"2023-03-01,  11:45 AM","2023-03-01,  11:45 AM",
Feeding,Solids,"2023-03-01,  10:00 AM","2023-03-01,  10:00 AM",
Sleep,,"2023-02-28,  11:24 PM","2023-03-01,  8:00 AM",
Feeding,Solids,"2023-02-28,  9:25 PM","2023-02-28,  9:25 PM",
Feeding,Solids,"2023-02-28,  5:47 PM","2023-02-28,  5:47 PM",
Feeding,Solids,"2023-02-28,  3:21 PM","2023-02-28,  3:21 PM",
Feeding,Solids,"2023-02-28,  11:43 AM","2023-02-28,  11:43 AM",
Sleep,,"2023-02-27,  10:33 PM","2023-02-28,  9:45 AM",
Feeding,Solids,"2023-02-27,  3:44 PM","2023-02-27,  3:44 PM",
Sleep,,"2023-02-27,  12:45 PM","2023-02-27,  2:15 PM",
Feeding,Solids,"2023-02-27,  11:30 AM","2023-02-27,  11:30 AM",
Feeding,Solids,"2023-02-27,  10:15 AM","2023-02-27,  10:15 AM",
Sleep,,"2023-02-26,  10:59 PM","2023-02-27,  7:59 AM",
Feeding,Solids,"2023-02-26,  9:18 PM","2023-02-26,  9:18 PM",
Feeding,Solids,"2023-02-26,  6:26 PM","2023-02-26,  6:26 PM",
Feeding,Solids,"2023-02-26,  2:06 PM","2023-02-26,  2:06 PM",
Feeding,Solids,"2023-02-26,  11:00 AM","2023-02-26,  11:00 AM",
Sleep,,"2023-02-25,  9:41 PM","2023-02-26,  10:02 AM",
Feeding,Solids,"2023-02-25,  7:52 PM","2023-02-25,  7:52 PM",
Feeding,Solids,"2023-02-25,  1:55 PM","2023-02-25,  1:55 PM",
Feeding,Solids,"2023-02-25,  10:30 AM","2023-02-25,  10:30 AM",
Sleep,,"2023-02-25,  12:37 AM","2023-02-25,  9:35 AM",
Feeding,Solids,"2023-02-24,  6:51 PM","2023-02-24,  6:51 PM",
Sleep,,"2023-02-24,  4:12 PM","2023-02-24,  5:52 PM",
Feeding,Solids,"2023-02-24,  3:43 PM","2023-02-24,  3:43 PM",
Feeding,Solids,"2023-02-24,  11:00 AM","2023-02-24,  11:00 AM",
Sleep,,"2023-02-23,  11:10 PM","2023-02-24,  10:32 AM",
Feeding,Solids,"2023-02-23,  7:40 PM","2023-02-23,  7:40 PM",
Feeding,Solids,"2023-02-23,  3:23 PM","2023-02-23,  3:23 PM",
Feeding,Solids,"2023-02-23,  11:30 AM","2023-02-23,  11:30 AM",
Sleep,,"2023-02-22,  11:40 PM","2023-02-23,  10:10 AM",
Feeding,Solids,"2023-02-22,  10:04 PM","2023-02-22,  10:04 PM",
Health,Temperature,"2023-02-22,  8:30 PM","2023-02-22,  8:30 PM",37.9°C
Health,Medication,"2023-02-22,  8:30 PM","2023-02-22,  8:30 PM",Acetaminophen 
Feeding,Solids,"2023-02-22,  8:02 PM","2023-02-22,  8:02 PM",
Feeding,Solids,"2023-02-22,  4:35 PM","2023-02-22,  4:35 PM",
Feeding,Solids,"2023-02-22,  1:03 PM","2023-02-22,  1:03 PM",
Health,Medication,"2023-02-22,  12:30 PM","2023-02-22,  12:30 PM",Acetaminophen 
Health,Temperature,"2023-02-22,  12:30 PM","2023-02-22,  12:30 PM",37.8°C
Sleep,,"2023-02-22,  12:05 AM","2023-02-22,  12:15 PM",
Feeding,Solids,"2023-02-21,  10:00 PM","2023-02-21,  10:00 PM",
Feeding,Solids,"2023-02-21,  5:46 PM","2023-02-21,  5:46 PM",
Health,Temperature,"2023-02-21,  4:52 PM","2023-02-21,  4:52 PM",38°C
Health,Medication,"2023-02-21,  4:52 PM","2023-02-21,  4:52 PM",Acetaminophen 
Sleep,,"2023-02-21,  3:05 PM","2023-02-21,  4:11 PM",
Feeding,Solids,"2023-02-21,  12:37 PM","2023-02-21,  12:37 PM",
Sleep,,"2023-02-21,  12:00 AM","2023-02-21,  11:00 AM",
Feeding,Solids,"2023-02-20,  10:11 PM","2023-02-20,  10:11 PM",
Feeding,Solids,"2023-02-20,  6:31 PM","2023-02-20,  6:31 PM",
Sleep,,"2023-02-20,  3:44 PM","2023-02-20,  5:33 PM",
Feeding,Solids,"2023-02-20,  1:15 PM","2023-02-20,  1:15 PM",
Feeding,Solids,"2023-02-20,  9:00 AM","2023-02-20,  9:00 AM",
Sleep,,"2023-02-19,  11:14 PM","2023-02-20,  8:00 AM",
Feeding,Solids,"2023-02-19,  9:02 PM","2023-02-19,  9:02 PM",
Feeding,Solids,"2023-02-19,  6:22 PM","2023-02-19,  6:22 PM",
Sleep,,"2023-02-19,  3:30 PM","2023-02-19,  5:11 PM",
Feeding,Solids,"2023-02-19,  1:08 PM","2023-02-19,  1:08 PM",
Feeding,Solids,"2023-02-19,  9:30 AM","2023-02-19,  9:30 AM",
Sleep,,"2023-02-18,  9:36 PM","2023-02-19,  7:32 AM",
Feeding,Solids,"2023-02-18,  7:49 PM","2023-02-18,  7:49 PM",
Feeding,Solids,"2023-02-18,  5:20 PM","2023-02-18,  5:20 PM",
Feeding,Solids,"2023-02-18,  3:49 PM","2023-02-18,  3:49 PM",
Feeding,Solids,"2023-02-18,  12:04 PM","2023-02-18,  12:04 PM",
Feeding,Solids,"2023-02-18,  9:00 AM","2023-02-18,  9:00 AM",
Sleep,,"2023-02-17,  9:49 PM","2023-02-18,  8:00 AM",
Feeding,Solids,"2023-02-17,  6:36 PM","2023-02-17,  6:36 PM",
Feeding,Solids,"2023-02-17,  2:30 PM","2023-02-17,  2:30 PM",
Sleep,,"2023-02-17,  12:30 PM","2023-02-17,  2:10 PM",
Feeding,Solids,"2023-02-17,  12:00 PM","2023-02-17,  12:00 PM",
Feeding,Solids,"2023-02-17,  10:00 AM","2023-02-17,  10:00 AM",
Feeding,Solids,"2023-02-17,  7:53 AM","2023-02-17,  7:53 AM",
Sleep,,"2023-02-16,  8:41 PM","2023-02-17,  6:48 AM",
Feeding,Solids,"2023-02-16,  6:22 PM","2023-02-16,  6:22 PM",
Feeding,Solids,"2023-02-16,  2:32 PM","2023-02-16,  2:32 PM",
Feeding,Solids,"2023-02-16,  11:43 AM","2023-02-16,  11:43 AM",
Feeding,Solids,"2023-02-16,  10:15 AM","2023-02-16,  10:15 AM",
Feeding,Solids,"2023-02-16,  8:11 AM","2023-02-16,  8:11 AM",
Sleep,,"2023-02-15,  8:41 PM","2023-02-16,  7:29 AM",
Health,Medication,"2023-02-15,  8:17 PM","2023-02-15,  8:17 PM",Acetaminophen 
Feeding,Solids,"2023-02-15,  6:30 PM","2023-02-15,  6:30 PM",
Feeding,Solids,"2023-02-15,  3:47 PM","2023-02-15,  3:47 PM",
Sleep,,"2023-02-15,  1:30 PM","2023-02-15,  2:00 PM",
Feeding,Solids,"2023-02-15,  12:00 PM","2023-02-15,  12:00 PM",
Feeding,Solids,"2023-02-15,  10:20 AM","2023-02-15,  10:20 AM",
Feeding,Solids,"2023-02-15,  8:05 AM","2023-02-15,  8:05 AM",
Health,Medication,"2023-02-15,  5:29 AM","2023-02-15,  5:29 AM",Tylenol 
Sleep,,"2023-02-14,  9:44 PM","2023-02-15,  7:30 AM",
Feeding,Solids,"2023-02-14,  7:52 PM","2023-02-14,  7:52 PM",
Feeding,Solids,"2023-02-14,  5:03 PM","2023-02-14,  5:03 PM",
Feeding,Solids,"2023-02-14,  1:20 PM","2023-02-14,  1:20 PM",
Feeding,Solids,"2023-02-14,  10:00 AM","2023-02-14,  10:00 AM",
Sleep,,"2023-02-13,  10:07 PM","2023-02-14,  8:56 AM",
Feeding,Solids,"2023-02-13,  8:37 PM","2023-02-13,  8:37 PM",
Feeding,Solids,"2023-02-13,  5:22 PM","2023-02-13,  5:22 PM",
Feeding,Solids,"2023-02-13,  1:26 PM","2023-02-13,  1:26 PM",
Feeding,Solids,"2023-02-13,  10:30 AM","2023-02-13,  10:30 AM",
Health,Medication,"2023-02-13,  5:29 AM","2023-02-13,  5:29 AM",Tylenol
Sleep,,"2023-02-12,  9:12 PM","2023-02-13,  9:30 AM",
Feeding,Solids,"2023-02-12,  6:38 PM","2023-02-12,  6:38 PM",
Feeding,Solids,"2023-02-12,  5:19 PM","2023-02-12,  5:19 PM",
Feeding,Solids,"2023-02-12,  3:20 PM","2023-02-12,  3:20 PM",
Feeding,Solids,"2023-02-12,  11:31 AM","2023-02-12,  11:31 AM",
Sleep,,"2023-02-11,  10:13 PM","2023-02-12,  8:27 AM",
Feeding,Solids,"2023-02-11,  6:46 PM","2023-02-11,  6:46 PM",
Feeding,Solids,"2023-02-11,  4:34 PM","2023-02-11,  4:34 PM",
Feeding,Solids,"2023-02-11,  12:07 PM","2023-02-11,  12:07 PM",
Sleep,,"2023-02-10,  9:20 PM","2023-02-11,  9:33 AM",
Feeding,Solids,"2023-02-10,  7:13 PM","2023-02-10,  7:13 PM",
Sleep,,"2023-02-10,  5:50 PM","2023-02-10,  6:15 PM",
Feeding,Solids,"2023-02-10,  5:15 PM","2023-02-10,  5:15 PM",
Feeding,Solids,"2023-02-10,  3:06 PM","2023-02-10,  3:06 PM",
Feeding,Solids,"2023-02-10,  12:00 PM","2023-02-10,  12:00 PM",
Feeding,Solids,"2023-02-10,  10:30 AM","2023-02-10,  10:30 AM",
Feeding,Solids,"2023-02-10,  8:12 AM","2023-02-10,  8:12 AM",
Sleep,,"2023-02-09,  8:21 PM","2023-02-10,  7:29 AM",
Feeding,Solids,"2023-02-09,  6:39 PM","2023-02-09,  6:39 PM",
Feeding,Solids,"2023-02-09,  4:01 PM","2023-02-09,  4:01 PM",
Feeding,Solids,"2023-02-09,  12:15 PM","2023-02-09,  12:15 PM",
Feeding,Solids,"2023-02-09,  10:00 AM","2023-02-09,  10:00 AM",
Feeding,Solids,"2023-02-09,  8:21 AM","2023-02-09,  8:21 AM",
Sleep,,"2023-02-08,  8:09 PM","2023-02-09,  7:36 AM",
Feeding,Solids,"2023-02-08,  7:01 PM","2023-02-08,  7:01 PM",
Feeding,Solids,"2023-02-08,  5:00 PM","2023-02-08,  5:00 PM",
Feeding,Solids,"2023-02-08,  1:37 PM","2023-02-08,  1:37 PM",
Feeding,Solids,"2023-02-08,  10:00 AM","2023-02-08,  10:00 AM",
Feeding,Solids,"2023-02-08,  8:26 AM","2023-02-08,  8:26 AM",
Sleep,,"2023-02-08,  12:01 AM","2023-02-08,  7:43 AM",
Feeding,Solids,"2023-02-07,  8:51 PM","2023-02-07,  8:51 PM",
Feeding,Solids,"2023-02-07,  5:33 PM","2023-02-07,  5:33 PM",
Feeding,Solids,"2023-02-07,  1:38 PM","2023-02-07,  1:38 PM",
Sleep,,"2023-02-06,  11:38 PM","2023-02-07,  12:05 PM",
Feeding,Solids,"2023-02-06,  9:38 PM","2023-02-06,  9:38 PM",
Feeding,Solids,"2023-02-06,  7:06 PM","2023-02-06,  7:06 PM",
Feeding,Solids,"2023-02-06,  3:33 PM","2023-02-06,  3:33 PM",
Health,Medication,"2023-02-06,  12:13 PM","2023-02-06,  12:13 PM",Acetaminophen 
Feeding,Solids,"2023-02-06,  12:13 PM","2023-02-06,  12:13 PM",
Sleep,,"2023-02-05,  10:37 PM","2023-02-06,  10:37 AM",
Feeding,Solids,"2023-02-05,  8:39 PM","2023-02-05,  8:39 PM",
Feeding,Solids,"2023-02-05,  6:06 PM","2023-02-05,  6:06 PM",
Feeding,Solids,"2023-02-05,  2:19 PM","2023-02-05,  2:19 PM",
Feeding,Solids,"2023-02-05,  10:30 AM","2023-02-05,  10:30 AM",
Sleep,,"2023-02-05,  12:04 AM","2023-02-05,  9:26 AM",
Feeding,Solids,"2023-02-04,  9:34 PM","2023-02-04,  9:34 PM",
Feeding,Solids,"2023-02-04,  7:27 PM","2023-02-04,  7:27 PM",
Feeding,Solids,"2023-02-04,  3:20 PM","2023-02-04,  3:20 PM",
Feeding,Solids,"2023-02-04,  11:30 AM","2023-02-04,  11:30 AM",
Sleep,,"2023-02-03,  11:39 PM","2023-02-04,  10:20 AM",
Feeding,Solids,"2023-02-03,  9:22 PM","2023-02-03,  9:22 PM",
Feeding,Solids,"2023-02-03,  6:11 PM","2023-02-03,  6:11 PM",
Feeding,Solids,"2023-02-03,  2:51 PM","2023-02-03,  2:51 PM",
Feeding,Solids,"2023-02-03,  11:30 AM","2023-02-03,  11:30 AM",
Health,Medication,"2023-02-03,  7:39 AM","2023-02-03,  7:39 AM",Tylenol (sore throat)
Sleep,,"2023-02-02,  10:41 PM","2023-02-03,  10:21 AM",
Feeding,Solids,"2023-02-02,  7:32 PM","2023-02-02,  7:32 PM",
Feeding,Solids,"2023-02-02,  3:05 PM","2023-02-02,  3:05 PM",
Feeding,Solids,"2023-02-02,  10:20 AM","2023-02-02,  10:20 AM",
Sleep,,"2023-02-01,  11:43 PM","2023-02-02,  9:27 AM",
Feeding,Solids,"2023-02-01,  9:17 PM","2023-02-01,  9:17 PM",
Feeding,Solids,"2023-02-01,  6:17 PM","2023-02-01,  6:17 PM",
Feeding,Solids,"2023-02-01,  3:01 PM","2023-02-01,  3:01 PM",
Feeding,Solids,"2023-02-01,  11:00 AM","2023-02-01,  11:00 AM",
Sleep,,"2023-01-31,  11:24 PM","2023-02-01,  10:19 AM",
Feeding,Solids,"2023-01-31,  9:15 PM","2023-01-31,  9:15 PM",
Feeding,Solids,"2023-01-31,  6:16 PM","2023-01-31,  6:16 PM",
Feeding,Solids,"2023-01-31,  2:20 PM","2023-01-31,  2:20 PM",
Feeding,Solids,"2023-01-31,  12:02 PM","2023-01-31,  12:02 PM",
Sleep,,"2023-01-30,  10:15 PM","2023-01-31,  9:41 AM",
Feeding,Solids,"2023-01-30,  8:03 PM","2023-01-30,  8:03 PM",
Feeding,Solids,"2023-01-30,  5:12 PM","2023-01-30,  5:12 PM",
Feeding,Solids,"2023-01-30,  1:32 PM","2023-01-30,  1:32 PM",
Feeding,Solids,"2023-01-30,  10:00 AM","2023-01-30,  10:00 AM",
Sleep,,"2023-01-29,  11:48 PM","2023-01-30,  9:00 AM",
Feeding,Solids,"2023-01-29,  9:30 PM","2023-01-29,  9:30 PM",
Feeding,Solids,"2023-01-29,  4:11 PM","2023-01-29,  4:11 PM",
Feeding,Solids,"2023-01-29,  11:30 AM","2023-01-29,  11:30 AM",
Sleep,,"2023-01-29,  12:00 AM","2023-01-29,  10:06 AM",
Feeding,Solids,"2023-01-28,  7:54 PM","2023-01-28,  7:54 PM",
Feeding,Solids,"2023-01-28,  2:00 PM","2023-01-28,  2:00 PM",
Feeding,Solids,"2023-01-28,  10:54 AM","2023-01-28,  10:54 AM",
Sleep,,"2023-01-27,  11:15 PM","2023-01-28,  10:00 AM",
Feeding,Solids,"2023-01-27,  9:05 PM","2023-01-27,  9:05 PM",
Feeding,Solids,"2023-01-27,  6:14 PM","2023-01-27,  6:14 PM",
Feeding,Solids,"2023-01-27,  2:45 PM","2023-01-27,  2:45 PM",
Feeding,Solids,"2023-01-27,  10:38 AM","2023-01-27,  10:38 AM",
Sleep,,"2023-01-26,  11:23 PM","2023-01-27,  9:25 AM",
Feeding,Solids,"2023-01-26,  8:42 PM","2023-01-26,  8:42 PM",
Feeding,Solids,"2023-01-26,  6:09 PM","2023-01-26,  6:09 PM",
Feeding,Solids,"2023-01-26,  2:19 PM","2023-01-26,  2:19 PM",
Feeding,Solids,"2023-01-26,  11:30 AM","2023-01-26,  11:30 AM",
Sleep,,"2023-01-25,  11:25 PM","2023-01-26,  10:08 AM",
Feeding,Solids,"2023-01-25,  8:50 PM","2023-01-25,  8:50 PM",
Feeding,Solids,"2023-01-25,  5:58 PM","2023-01-25,  5:58 PM",
Feeding,Solids,"2023-01-25,  3:18 PM","2023-01-25,  3:18 PM",
Feeding,Solids,"2023-01-25,  12:01 PM","2023-01-25,  12:01 PM",
Sleep,,"2023-01-24,  10:05 PM","2023-01-25,  10:27 AM",
Feeding,Solids,"2023-01-24,  8:03 PM","2023-01-24,  8:03 PM",
Feeding,Solids,"2023-01-24,  6:06 PM","2023-01-24,  6:06 PM",
Feeding,Solids,"2023-01-24,  2:50 PM","2023-01-24,  2:50 PM",
Feeding,Solids,"2023-01-24,  10:30 AM","2023-01-24,  10:30 AM",
Sleep,,"2023-01-23,  11:48 PM","2023-01-24,  9:40 AM",
Feeding,Solids,"2023-01-23,  9:47 PM","2023-01-23,  9:47 PM",
Feeding,Solids,"2023-01-23,  7:26 PM","2023-01-23,  7:26 PM",
Feeding,Solids,"2023-01-23,  6:06 PM","2023-01-23,  6:06 PM",
Feeding,Solids,"2023-01-23,  2:22 PM","2023-01-23,  2:22 PM",
Feeding,Solids,"2023-01-23,  11:20 AM","2023-01-23,  11:20 AM",
Sleep,,"2023-01-23,  12:12 AM","2023-01-23,  10:15 AM",
Feeding,Solids,"2023-01-22,  9:03 PM","2023-01-22,  9:03 PM",
Feeding,Solids,"2023-01-22,  4:43 PM","2023-01-22,  4:43 PM",
Feeding,Solids,"2023-01-22,  11:30 AM","2023-01-22,  11:30 AM",
Sleep,,"2023-01-21,  10:21 PM","2023-01-22,  10:11 AM",
Feeding,Solids,"2023-01-21,  8:06 PM","2023-01-21,  8:06 PM",
Feeding,Solids,"2023-01-21,  4:46 PM","2023-01-21,  4:46 PM",
Feeding,Solids,"2023-01-21,  12:35 PM","2023-01-21,  12:35 PM",
Feeding,Solids,"2023-01-21,  10:30 AM","2023-01-21,  10:30 AM",
Sleep,,"2023-01-21,  1:02 AM","2023-01-21,  9:43 AM",
Feeding,Solids,"2023-01-20,  7:15 PM","2023-01-20,  7:15 PM",
Feeding,Solids,"2023-01-20,  1:20 PM","2023-01-20,  1:20 PM",
Sleep,,"2023-01-20,  12:48 AM","2023-01-20,  11:30 AM",
Health,Temperature,"2023-01-19,  11:11 PM","2023-01-19,  11:11 PM",37.9°C
Health,Medication,"2023-01-19,  11:11 PM","2023-01-19,  11:11 PM",Tylenol 
Feeding,Solids,"2023-01-19,  7:17 PM","2023-01-19,  7:17 PM",
Feeding,Solids,"2023-01-19,  2:56 PM","2023-01-19,  2:56 PM",
Feeding,Solids,"2023-01-19,  12:00 PM","2023-01-19,  12:00 PM",
Health,Medication,"2023-01-19,  4:37 AM","2023-01-19,  4:37 AM",Advil
Health,Temperature,"2023-01-19,  3:13 AM","2023-01-19,  3:13 AM",38.3°C
Health,Medication,"2023-01-19,  3:13 AM","2023-01-19,  3:13 AM",Tylenol 
Sleep,,"2023-01-18,  11:03 PM","2023-01-19,  11:20 AM",
Feeding,Solids,"2023-01-18,  7:24 PM","2023-01-18,  7:24 PM",
Feeding,Solids,"2023-01-18,  3:24 PM","2023-01-18,  3:24 PM",
Feeding,Solids,"2023-01-18,  1:15 PM","2023-01-18,  1:15 PM",
Health,Vaccination,"2023-01-18,  11:45 AM","2023-01-18,  11:45 AM",COVID 
Feeding,Solids,"2023-01-18,  10:35 AM","2023-01-18,  10:35 AM",
Sleep,,"2023-01-18,  12:34 AM","2023-01-18,  9:48 AM",
Feeding,Solids,"2023-01-17,  9:18 PM","2023-01-17,  9:18 PM",
Feeding,Solids,"2023-01-17,  5:20 PM","2023-01-17,  5:20 PM",
Feeding,Solids,"2023-01-17,  1:15 PM","2023-01-17,  1:15 PM",
Sleep,,"2023-01-17,  12:56 AM","2023-01-17,  11:53 AM",
Feeding,Solids,"2023-01-16,  8:35 PM","2023-01-16,  8:35 PM",
Feeding,Solids,"2023-01-16,  4:26 PM","2023-01-16,  4:26 PM",
Feeding,Solids,"2023-01-16,  12:50 PM","2023-01-16,  12:50 PM",
Sleep,,"2023-01-16,  12:00 AM","2023-01-16,  11:56 AM",
Feeding,Solids,"2023-01-15,  10:05 PM","2023-01-15,  10:05 PM",
Feeding,Solids,"2023-01-15,  7:11 PM","2023-01-15,  7:11 PM",
Feeding,Solids,"2023-01-15,  3:23 PM","2023-01-15,  3:23 PM",
Feeding,Solids,"2023-01-15,  12:00 PM","2023-01-15,  12:00 PM",
Sleep,,"2023-01-14,  11:35 PM","2023-01-15,  10:41 AM",
Feeding,Solids,"2023-01-14,  7:06 PM","2023-01-14,  7:06 PM",
Feeding,Solids,"2023-01-14,  4:00 PM","2023-01-14,  4:00 PM",
Feeding,Solids,"2023-01-14,  11:45 AM","2023-01-14,  11:45 AM",
Sleep,,"2023-01-13,  11:39 PM","2023-01-14,  10:15 AM",
Feeding,Solids,"2023-01-13,  9:30 PM","2023-01-13,  9:30 PM",
Feeding,Solids,"2023-01-13,  6:06 PM","2023-01-13,  6:06 PM",
Feeding,Solids,"2023-01-13,  3:25 PM","2023-01-13,  3:25 PM",
Feeding,Solids,"2023-01-13,  12:02 PM","2023-01-13,  12:02 PM",
Sleep,,"2023-01-12,  11:14 PM","2023-01-13,  10:55 AM",
Feeding,Solids,"2023-01-12,  8:48 PM","2023-01-12,  8:48 PM",
Feeding,Solids,"2023-01-12,  5:43 PM","2023-01-12,  5:43 PM",
Feeding,Solids,"2023-01-12,  2:07 PM","2023-01-12,  2:07 PM",
Feeding,Solids,"2023-01-12,  10:38 AM","2023-01-12,  10:38 AM",
Sleep,,"2023-01-11,  11:10 PM","2023-01-12,  10:05 AM",
Feeding,Solids,"2023-01-11,  8:43 PM","2023-01-11,  8:43 PM",
Feeding,Solids,"2023-01-11,  5:14 PM","2023-01-11,  5:14 PM",
Feeding,Solids,"2023-01-11,  1:48 PM","2023-01-11,  1:48 PM",
Feeding,Solids,"2023-01-11,  11:19 AM","2023-01-11,  11:19 AM",
Sleep,,"2023-01-10,  11:18 PM","2023-01-11,  10:05 AM",
Feeding,Solids,"2023-01-10,  9:48 PM","2023-01-10,  9:48 PM",
Feeding,Solids,"2023-01-10,  5:45 PM","2023-01-10,  5:45 PM",
Feeding,Solids,"2023-01-10,  1:39 PM","2023-01-10,  1:39 PM",
Feeding,Solids,"2023-01-10,  11:20 AM","2023-01-10,  11:20 AM",
Sleep,,"2023-01-09,  11:47 PM","2023-01-10,  10:30 AM",
Feeding,Solids,"2023-01-09,  9:15 PM","2023-01-09,  9:15 PM",
Feeding,Solids,"2023-01-09,  5:44 PM","2023-01-09,  5:44 PM",
Feeding,Solids,"2023-01-09,  1:50 PM","2023-01-09,  1:50 PM",
Feeding,Solids,"2023-01-09,  11:00 AM","2023-01-09,  11:00 AM",
Sleep,,"2023-01-08,  11:19 PM","2023-01-09,  10:17 AM",
Feeding,Solids,"2023-01-08,  8:29 PM","2023-01-08,  8:29 PM",
Feeding,Solids,"2023-01-08,  6:35 PM","2023-01-08,  6:35 PM",
Feeding,Solids,"2023-01-08,  3:18 PM","2023-01-08,  3:18 PM",
Feeding,Solids,"2023-01-08,  11:10 AM","2023-01-08,  11:10 AM",
Sleep,,"2023-01-08,  12:17 AM","2023-01-08,  10:26 AM",
Feeding,Solids,"2023-01-07,  9:40 PM","2023-01-07,  9:40 PM",
Feeding,Solids,"2023-01-07,  7:02 PM","2023-01-07,  7:02 PM",
Feeding,Solids,"2023-01-07,  3:39 PM","2023-01-07,  3:39 PM",
Feeding,Solids,"2023-01-07,  11:00 AM","2023-01-07,  11:00 AM",
Sleep,,"2023-01-06,  11:05 PM","2023-01-07,  10:08 AM",
Feeding,Solids,"2023-01-06,  9:16 PM","2023-01-06,  9:16 PM",
Feeding,Solids,"2023-01-06,  7:13 PM","2023-01-06,  7:13 PM",
Feeding,Solids,"2023-01-06,  3:55 PM","2023-01-06,  3:55 PM",
Feeding,Solids,"2023-01-06,  12:51 PM","2023-01-06,  12:51 PM",
Feeding,Solids,"2023-01-06,  11:30 AM","2023-01-06,  11:30 AM",
Sleep,,"2023-01-05,  9:30 PM","2023-01-06,  10:23 AM",
Feeding,Solids,"2023-01-05,  10:52 AM","2023-01-05,  10:52 AM",
Sleep,,"2023-01-04,  9:12 PM","2023-01-05,  9:14 AM",
Feeding,Solids,"2023-01-04,  7:03 PM","2023-01-04,  7:03 PM",
Feeding,Solids,"2023-01-04,  4:23 PM","2023-01-04,  4:23 PM",
Feeding,Solids,"2023-01-04,  12:27 PM","2023-01-04,  12:27 PM",
Feeding,Solids,"2023-01-04,  9:30 AM","2023-01-04,  9:30 AM",
Health,Medication,"2023-01-04,  9:20 AM","2023-01-04,  9:20 AM",Tylenol 
Sleep,,"2023-01-03,  9:36 PM","2023-01-04,  8:47 AM",
Feeding,Solids,"2023-01-03,  7:35 PM","2023-01-03,  7:35 PM",
Feeding,Solids,"2023-01-03,  5:06 PM","2023-01-03,  5:06 PM",
Feeding,Solids,"2023-01-03,  1:33 PM","2023-01-03,  1:33 PM",
Feeding,Solids,"2023-01-03,  10:10 AM","2023-01-03,  10:10 AM",
Sleep,,"2023-01-03,  1:22 AM","2023-01-03,  9:50 AM",
Feeding,Solids,"2023-01-02,  11:18 PM","2023-01-02,  11:18 PM",
Feeding,Solids,"2023-01-02,  8:46 PM","2023-01-02,  8:46 PM",
Sleep,,"2023-01-02,  6:20 PM","2023-01-02,  6:50 PM",
Feeding,Solids,"2023-01-02,  5:30 PM","2023-01-02,  5:30 PM",
Feeding,Solids,"2023-01-02,  2:30 PM","2023-01-02,  2:30 PM",
Sleep,,"2023-01-02,  1:35 AM","2023-01-02,  1:26 PM",
Feeding,Solids,"2023-01-01,  11:23 PM","2023-01-01,  11:23 PM",
Feeding,Solids,"2023-01-01,  7:58 PM","2023-01-01,  7:58 PM",
Feeding,Solids,"2023-01-01,  3:55 PM","2023-01-01,  3:55 PM",
Feeding,Solids,"2023-01-01,  1:00 PM","2023-01-01,  1:00 PM",
Sleep,,"2023-01-01,  2:22 AM","2023-01-01,  12:11 PM",
Feeding,Solids,"2022-12-31,  11:00 PM","2022-12-31,  11:00 PM",
Sleep,,"2022-12-31,  6:40 PM","2022-12-31,  6:56 PM",
Feeding,Solids,"2022-12-31,  6:01 PM","2022-12-31,  6:01 PM",
Feeding,Solids,"2022-12-31,  1:17 PM","2022-12-31,  1:17 PM",
Sleep,,"2022-12-31,  12:58 AM","2022-12-31,  12:03 PM",
Feeding,Solids,"2022-12-30,  6:45 PM","2022-12-30,  6:45 PM",
Feeding,Solids,"2022-12-30,  1:30 PM","2022-12-30,  1:30 PM",
Sleep,,"2022-12-30,  1:28 AM","2022-12-30,  12:00 PM",
Sleep,,"2022-12-30,  1:22 AM","2022-12-30,  1:22 AM",
Feeding,Solids,"2022-12-29,  10:39 PM","2022-12-29,  10:39 PM",
Feeding,Solids,"2022-12-29,  7:36 PM","2022-12-29,  7:36 PM",
Feeding,Solids,"2022-12-29,  4:38 PM","2022-12-29,  4:38 PM",
Feeding,Solids,"2022-12-29,  12:45 PM","2022-12-29,  12:45 PM",
Sleep,,"2022-12-29,  1:56 AM","2022-12-29,  11:57 AM",
Feeding,Solids,"2022-12-28,  11:57 PM","2022-12-28,  11:57 PM",
Feeding,Solids,"2022-12-28,  9:43 PM","2022-12-28,  9:43 PM",
Feeding,Solids,"2022-12-28,  7:09 PM","2022-12-28,  7:09 PM",
Feeding,Solids,"2022-12-28,  3:04 PM","2022-12-28,  3:04 PM",
Sleep,,"2022-12-28,  9:13 AM","2022-12-28,  1:54 PM",
Sleep,,"2022-12-28,  12:31 AM","2022-12-28,  8:46 AM",
Feeding,Solids,"2022-12-27,  9:46 PM","2022-12-27,  9:46 PM",
Feeding,Solids,"2022-12-27,  6:39 PM","2022-12-27,  6:39 PM",
Feeding,Solids,"2022-12-27,  3:06 PM","2022-12-27,  3:06 PM",
Feeding,Solids,"2022-12-27,  11:44 AM","2022-12-27,  11:44 AM",
